               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  84,            0.029152,            0.012015,           0.0026021,             0.95143,             0.91227,             0.97966,             0.74865,            0.023146,           0.0062566,           0.0012248,            0.007261,            0.007261,            0.007261
                  85,            0.028429,            0.012914,           0.0025475,             0.96287,             0.92901,             0.98053,             0.72249,            0.023178,           0.0062652,           0.0012533,            0.007228,            0.007228,            0.007228
                  86,            0.028288,            0.011694,           0.0025348,             0.93768,             0.94253,             0.97824,             0.73196,            0.022826,           0.0062239,           0.0012868,            0.007195,            0.007195,            0.007195
                  87,            0.029534,            0.011626,            0.002928,             0.94093,             0.93757,             0.97695,             0.75901,            0.022265,           0.0060539,           0.0013523,            0.007162,            0.007162,            0.007162
                  88,            0.027629,            0.010557,           0.0027158,             0.96404,             0.95037,             0.98892,             0.76747,            0.023886,           0.0061958,           0.0013608,            0.007129,            0.007129,            0.007129
                  89,            0.028471,            0.013235,           0.0026715,             0.96334,             0.93063,             0.98471,             0.77648,            0.022097,           0.0060577,           0.0014213,            0.007096,            0.007096,            0.007096
                  90,            0.027268,            0.010226,           0.0025402,             0.97519,             0.93631,             0.98907,             0.74908,            0.022242,            0.006117,            0.001426,            0.007063,            0.007063,            0.007063
                  91,            0.028072,            0.011454,           0.0027932,             0.97338,             0.93825,             0.98699,             0.73684,            0.021635,           0.0060064,           0.0013505,             0.00703,             0.00703,             0.00703
                  92,              0.0269,            0.011057,           0.0024367,             0.95722,             0.93266,             0.97649,                0.75,            0.021016,           0.0058908,           0.0012681,            0.006997,            0.006997,            0.006997
                  93,            0.027941,            0.010734,           0.0025718,             0.96529,             0.93677,             0.98498,             0.75127,             0.02088,           0.0057784,           0.0011902,            0.006964,            0.006964,            0.006964
                  94,            0.026965,            0.010248,           0.0024002,             0.94367,             0.93544,             0.97679,             0.71505,            0.021941,           0.0058464,           0.0011826,            0.006931,            0.006931,            0.006931
                  95,            0.027853,            0.012009,           0.0025168,             0.90938,             0.93803,             0.97548,              0.7501,             0.02121,           0.0058305,           0.0012017,            0.006898,            0.006898,            0.006898
                  96,            0.027626,            0.011943,           0.0028965,             0.93342,             0.93951,             0.98043,              0.7546,            0.022237,           0.0059379,           0.0011758,            0.006865,            0.006865,            0.006865
                  97,            0.026433,            0.011707,           0.0026724,             0.93743,             0.93777,              0.9746,             0.76366,             0.02183,           0.0058579,           0.0011749,            0.006832,            0.006832,            0.006832
                  98,            0.028034,            0.012283,           0.0028638,             0.90803,             0.93195,             0.95555,             0.74991,            0.020865,           0.0057935,           0.0011665,            0.006799,            0.006799,            0.006799
                  99,            0.027827,            0.011852,           0.0027523,             0.92885,             0.93832,             0.98728,              0.7648,            0.022568,           0.0059481,           0.0011364,            0.006766,            0.006766,            0.006766
                 100,             0.02696,             0.01075,           0.0025446,             0.90917,             0.93845,             0.97015,             0.68966,            0.023649,           0.0059599,           0.0011416,            0.006733,            0.006733,            0.006733
                 101,            0.028269,            0.010574,           0.0025423,             0.89039,             0.94062,             0.94763,             0.65222,            0.021247,           0.0057398,           0.0011791,              0.0067,              0.0067,              0.0067
                 102,            0.026724,            0.011243,           0.0023565,             0.95142,             0.93749,             0.98684,             0.75339,            0.020631,           0.0057399,           0.0011608,            0.006667,            0.006667,            0.006667
                 103,            0.025522,            0.012522,           0.0022816,             0.94908,             0.93301,             0.98417,             0.76279,            0.020008,           0.0056708,           0.0012168,            0.006634,            0.006634,            0.006634
                 104,            0.027473,            0.012039,           0.0028671,              0.9366,             0.93809,              0.9803,             0.72974,            0.020685,           0.0056885,           0.0011555,            0.006601,            0.006601,            0.006601
                 105,            0.027037,            0.012016,            0.002374,             0.96778,             0.93424,             0.98911,             0.76677,            0.020859,           0.0056477,           0.0011218,            0.006568,            0.006568,            0.006568
                 106,            0.023855,           0.0099119,           0.0026539,              0.9597,             0.94782,             0.98822,             0.76006,            0.022285,           0.0057938,           0.0011369,            0.006535,            0.006535,            0.006535
                 107,              0.0258,             0.01007,           0.0028904,             0.92987,             0.93324,             0.98566,              0.7389,            0.021317,           0.0057104,           0.0011411,            0.006502,            0.006502,            0.006502
                 108,            0.025798,            0.010322,           0.0025533,             0.92326,             0.94673,             0.98687,             0.76113,            0.020232,           0.0056349,           0.0011282,            0.006469,            0.006469,            0.006469
                 109,            0.025955,            0.010165,           0.0022842,             0.94302,             0.95173,             0.98726,             0.75767,            0.020676,           0.0056119,           0.0011141,            0.006436,            0.006436,            0.006436
                 110,            0.027186,            0.011245,           0.0029081,             0.96077,             0.94849,             0.99127,             0.76849,            0.020368,           0.0054393,           0.0010995,            0.006403,            0.006403,            0.006403
                 111,            0.025904,           0.0098101,           0.0023928,             0.96679,             0.94914,             0.99107,             0.75998,             0.01949,           0.0053513,           0.0011021,             0.00637,             0.00637,             0.00637
                 112,            0.026763,           0.0095711,           0.0023002,             0.93546,             0.94679,             0.96946,             0.74329,            0.019466,           0.0053585,           0.0010805,            0.006337,            0.006337,            0.006337
                 113,            0.024089,            0.010519,           0.0023316,              0.9182,             0.94473,             0.96228,             0.76432,            0.021328,           0.0055189,           0.0010691,            0.006304,            0.006304,            0.006304
                 114,            0.025631,             0.01282,           0.0022289,             0.97507,             0.94943,             0.99071,             0.77385,            0.021275,            0.005556,           0.0010966,            0.006271,            0.006271,            0.006271
                 115,            0.025087,            0.011124,           0.0024798,             0.96369,             0.95231,             0.98891,              0.7942,            0.020283,           0.0054524,           0.0011242,            0.006238,            0.006238,            0.006238
                 116,            0.024202,           0.0091425,            0.002391,             0.97136,             0.95165,             0.98879,             0.80161,            0.020302,           0.0054989,           0.0011204,            0.006205,            0.006205,            0.006205
                 117,            0.024886,           0.0099414,           0.0027646,             0.92938,             0.93395,               0.974,             0.74918,            0.019682,           0.0054616,           0.0010506,            0.006172,            0.006172,            0.006172
