               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  74,              0.0318,            0.011843,           0.0027936,             0.95119,             0.92282,             0.97193,             0.68874,            0.025256,            0.006402,           0.0013109,            0.007591,            0.007591,            0.007591
                  75,            0.030276,            0.013836,           0.0030341,             0.93157,             0.92626,             0.98585,             0.73965,            0.026876,           0.0065641,           0.0013232,            0.007558,            0.007558,            0.007558
                  76,            0.032529,            0.014416,           0.0027231,             0.93592,             0.92674,              0.9861,             0.75357,            0.023823,           0.0063639,           0.0013733,            0.007525,            0.007525,            0.007525
                  77,            0.030778,             0.01182,           0.0031548,             0.95512,             0.92919,              0.9817,             0.75196,            0.023685,           0.0063119,           0.0013762,            0.007492,            0.007492,            0.007492
                  78,            0.030238,            0.012641,           0.0030617,             0.89799,             0.93236,             0.95828,             0.73203,             0.02429,            0.006285,           0.0013479,            0.007459,            0.007459,            0.007459
                  79,            0.031861,            0.011289,           0.0026705,             0.89814,              0.9161,             0.95553,             0.69242,            0.025405,           0.0064502,           0.0013561,            0.007426,            0.007426,            0.007426
                  80,            0.031361,             0.01241,           0.0032317,             0.89869,             0.94602,              0.9747,             0.71348,            0.025253,           0.0064204,           0.0013728,            0.007393,            0.007393,            0.007393
                  81,            0.030466,            0.013845,           0.0028379,             0.92281,             0.94564,             0.98271,             0.75012,            0.024853,           0.0063286,           0.0013537,             0.00736,             0.00736,             0.00736
                  82,            0.029333,            0.012373,           0.0027693,             0.85179,             0.95402,             0.95124,             0.68779,            0.025523,           0.0063853,           0.0013493,            0.007327,            0.007327,            0.007327
                  83,            0.030627,            0.011578,           0.0025111,              0.9059,             0.87603,             0.95891,             0.67832,            0.025432,           0.0063577,           0.0012935,            0.007294,            0.007294,            0.007294
                  84,            0.031303,            0.012948,           0.0025442,               0.883,             0.95817,             0.97303,             0.69493,             0.02486,           0.0063581,           0.0013047,            0.007261,            0.007261,            0.007261
                  85,            0.029892,             0.01367,           0.0026347,               0.954,             0.94082,             0.98595,             0.76599,            0.024527,           0.0062485,           0.0013067,            0.007228,            0.007228,            0.007228
                  86,            0.030168,            0.012193,           0.0025745,             0.96941,             0.94202,             0.97687,             0.74556,            0.022722,           0.0061235,           0.0013635,            0.007195,            0.007195,            0.007195
                  87,            0.031123,            0.012297,           0.0032402,             0.95056,             0.93821,               0.974,             0.77585,            0.022401,           0.0061531,            0.001404,            0.007162,            0.007162,            0.007162
                  88,            0.027563,             0.01179,           0.0028366,             0.90596,             0.88252,             0.95464,             0.70338,            0.024875,           0.0063596,           0.0012986,            0.007129,            0.007129,            0.007129
                  89,            0.029887,             0.01336,           0.0023261,             0.86399,              0.9184,             0.94604,             0.71755,            0.025058,           0.0063305,           0.0012772,            0.007096,            0.007096,            0.007096
                  90,            0.028708,            0.011546,           0.0028485,             0.93781,             0.90141,             0.97116,             0.77005,            0.024478,           0.0064144,           0.0013249,            0.007063,            0.007063,            0.007063
                  91,            0.028847,            0.011581,           0.0025199,              0.9516,              0.9136,             0.95714,             0.73758,            0.023989,           0.0062027,           0.0013347,             0.00703,             0.00703,             0.00703
                  92,            0.029288,             0.01181,            0.002615,             0.88393,             0.88339,              0.8841,             0.68816,            0.027539,           0.0063794,           0.0012962,            0.006997,            0.006997,            0.006997
                  93,            0.029753,            0.011796,           0.0027876,             0.85558,             0.89437,             0.89449,             0.70275,            0.026912,           0.0062032,           0.0013192,            0.006964,            0.006964,            0.006964
                  94,            0.030562,            0.010625,           0.0028775,             0.86991,             0.88136,             0.92014,             0.66598,            0.026163,           0.0062356,           0.0014775,            0.006931,            0.006931,            0.006931
                  95,            0.029989,            0.012932,           0.0030043,             0.87182,             0.88435,             0.94313,             0.70972,            0.024177,           0.0061774,           0.0016564,            0.006898,            0.006898,            0.006898
                  96,            0.028047,            0.012002,           0.0036487,             0.84797,             0.93844,               0.954,             0.70063,            0.023734,           0.0061467,           0.0015726,            0.006865,            0.006865,            0.006865
                  97,            0.027371,            0.012803,           0.0030989,             0.93811,             0.93961,             0.97933,             0.74839,            0.022852,           0.0060563,           0.0014598,            0.006832,            0.006832,            0.006832
                  98,            0.028795,              0.0118,           0.0032106,             0.93124,             0.95385,             0.97933,             0.74081,            0.023424,            0.006223,           0.0013944,            0.006799,            0.006799,            0.006799
                  99,             0.02996,            0.012835,           0.0031269,             0.91737,              0.9361,             0.97447,             0.70489,            0.023408,           0.0061743,           0.0012887,            0.006766,            0.006766,            0.006766
                 100,            0.027873,            0.010198,           0.0028836,             0.88631,             0.91629,              0.9667,             0.71321,            0.024521,           0.0062315,           0.0011981,            0.006733,            0.006733,            0.006733
